time,src_user,dst_user,src_computer,dst_computer,auth_type,logon_type,auth_orient,success
117001,C6971$@DOM1,C6971$@DOM1,C6971,C10,Kerberos,Network,LogOn,Success
117003,NETWORK SERVICE@C15010,NETWORK SERVICE@C15010,C15010,C15010,Negotiate,Service,LogOn,Success
117005,U767@DOM1,U767@DOM1,C5618,C5618,?,Network,LogOff,Success
117008,U7717@DOM1,U7717@DOM1,C528,C528,?,Network,LogOff,Success
117011,C599$@DOM1,C599$@DOM1,C1085,C1085,?,Network,LogOff,Success
117013,C7018$@DOM1,U2424@DOM1,C1521,C7018,Negotiate,Unlock,LogOn,Success
117015,U3350@DOM1,U3350@DOM1,C467,C467,?,Network,LogOff,Success
117017,U4697@DOM1,U4697@DOM1,C586,C586,?,Network,LogOff,Success
117020,C12199$@DOM1,C12199$@DOM1,C12199,C457,Kerberos,Network,LogOn,Success
117022,C15455$@DOM1,C15455$@DOM1,C457,C457,?,Network,LogOff,Success
117024,C7628$@DOM1,C7628$@DOM1,C7628,C1065,Kerberos,Network,LogOn,Success
117027,C12964$@DOM1,C12964$@DOM1,C612,C612,?,Network,LogOff,Success
117029,U42@DOM1,U42@DOM1,C3412,C395,Kerberos,Network,LogOn,Success
117032,C1617$@DOM1,C1617$@DOM1,C1618,C1065,Kerberos,Network,LogOn,Success
117034,U2276@DOM1,U2276@DOM1,C585,C585,?,Network,LogOff,Success
117036,U94@DOM1,U94@DOM1,C1681,C1681,?,?,TGS,Success
117039,U3024@DOM1,U3024@DOM1,C7788,C612,?,?,TGS,Success
117042,LOCAL SERVICE@C6175,LOCAL SERVICE@C6175,C6175,C6175,Negotiate,Service,LogOn,Success
117045,U4728@DOM1,U4728@DOM1,C743,C743,?,Network,LogOff,Success
117048,C9441$@DOM1,C9441$@DOM1,C801,C801,?,Network,LogOff,Success
117051,C7950$@DOM1,C7950$@DOM1,C7950,C586,Kerberos,Network,LogOn,Success
117054,U4012@DOM1,U4012@DOM1,C10239,C13684,NTLM,Network,LogOn,Success
117057,U2715@DOM1,U2715@DOM1,C7660,C2162,Kerberos,Network,LogOn,Success
117060,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success
117063,C5388$@DOM1,C5388$@DOM1,C5388,C528,Kerberos,Network,LogOn,Success
117066,C104$@DOM1,C104$@DOM1,C101,C101,?,Network,LogOff,Success
117068,U3483@DOM1,U3483@DOM1,C9220,C1065,Kerberos,Network,LogOn,Success
117071,U244@C2769,U244@C2769,C2769,C2769,NTLM,Network,LogOn,Success
117074,C1387$@DOM1,C1387$@DOM1,C1387,C586,?,?,TGS,Success
117076,U5659@DOM1,U5659@DOM1,C2162,C2162,?,Network,LogOff,Success
117079,C2383$@DOM1,C2383$@DOM1,C2384,C457,Kerberos,Network,LogOn,Success
117081,U5428@DOM1,U5428@DOM1,C13030,C2162,Kerberos,Network,LogOn,Success
117084,C6257$@DOM1,C6257$@DOM1,C529,C529,?,Network,LogOff,Success
117087,C10878$@DOM1,C10878$@DOM1,C10878,C586,Kerberos,Network,LogOn,Success
117089,U22@DOM1,U22@DOM1,C528,C528,?,Network,LogOff,Success
117092,C104$@DOM1,C104$@DOM1,C105,C988,Kerberos,Network,LogOn,Success
117094,U5287@DOM1,U5287@DOM1,C12665,C1065,Kerberos,Network,LogOn,Success
117097,C538$@DOM1,C538$@DOM1,C529,C529,?,Network,LogOff,Success
117099,C7956$@DOM1,C7956$@DOM1,C7956,C586,Kerberos,Network,LogOn,Success
117101,U5164@DOM1,U5164@DOM1,C804,C2162,Kerberos,Network,LogOn,Success
117104,C2284$@DOM1,C2284$@DOM1,C2285,C2285,?,?,TGT,Success
117106,U1971@DOM1,U1971@DOM1,C6119,C6119,?,CachedInteractive,LogOff,Success
117108,U4629@DOM1,U4629@DOM1,C1015,C1015,?,Network,LogOff,Success
117111,C13097$@DOM1,C13097$@DOM1,C586,C586,?,Network,LogOff,Success
117113,C16714$@DOM1,C16714$@DOM1,C16714,C2038,?,?,TGS,Success
117115,C2319$@DOM1,C2319$@DOM1,C467,C467,?,Network,LogOff,Success
117117,C1640$@DOM1,U188@DOM1,C2485,C2106,MICROSOFT_AUTHENTICATION_PACK,Network,LogOn,Success
117119,C2403$@DOM1,C2403$@DOM1,C2404,C625,?,?,TGS,Success
117121,C2311$@DOM1,C2311$@DOM1,C2312,C457,Kerberos,Network,LogOn,Success
117123,C2368$@DOM1,C2368$@DOM1,C2368,C612,Kerberos,Network,LogOn,Success
117125,C13140$@DOM1,C13140$@DOM1,C457,C457,?,Network,LogOff,Success
117127,C15556$@DOM1,C15556$@DOM1,C15556,C529,Kerberos,Network,LogOn,Success
117129,U1878@DOM1,U1878@DOM1,C586,C586,?,Network,LogOff,Success
117131,U445@DOM1,U445@DOM1,C529,C529,?,Network,LogOff,Success
117134,C12959$@DOM1,C12959$@DOM1,C12959,C12959,?,?,TGS,Success
117135,U87@DOM1,U87@DOM1,C1772,C1772,?,Network,LogOff,Success
117138,C13479$@DOM1,C13479$@DOM1,C13479,C13479,?,?,TGT,Success
117140,U1631@DOM1,U1631@DOM1,C467,C467,?,Network,LogOff,Success
117143,C1617$@DOM1,C1617$@DOM1,C1618,C523,NTLM,Network,LogOn,Success
117145,U608@DOM1,U608@DOM1,C14806,C14806,NTLM,Network,LogOn,Success
117148,C3131$@DOM1,C3131$@DOM1,C3131,C3131,?,?,TGT,Fail
117150,U5413@DOM1,U5413@DOM1,C528,C528,?,Network,LogOff,Success
117153,U1744@DOM1,U1744@DOM1,C584,C2327,?,?,TGS,Success
117156,C2987$@DOM1,C2987$@DOM1,C2987,C612,Kerberos,Network,LogOn,Success
117159,ANONYMOUS LOGON@C529,ANONYMOUS LOGON@C529,C529,C529,?,Network,LogOff,Success
117161,U2822@DOM1,U2822@DOM1,C7573,C1921,?,?,TGS,Success
117164,U19@DOM1,U19@DOM1,C229,C229,?,Network,LogOff,Success
117167,C16660$@DOM1,C16660$@DOM1,C16660,C706,Kerberos,Network,LogOn,Success
117169,U1621@DOM1,U1621@DOM1,C1570,C1570,?,?,ScreenLock,Success
117172,C14850$@DOM1,C14850$@DOM1,C586,C586,?,Network,LogOff,Success
117174,U5614@DOM1,U5614@DOM1,C612,C612,Kerberos,Network,LogOn,Success
117177,C599$@DOM1,C599$@DOM1,C101,C101,?,Network,LogOff,Success
117179,U782@DOM1,U782@DOM1,C2390,C529,Kerberos,Network,LogOn,Success
117182,C12665$@DOM1,C12665$@DOM1,C12665,C467,Kerberos,Network,LogOn,Success
117184,U3132@DOM1,U3132@DOM1,C8350,C585,Kerberos,Network,LogOn,Success
117187,C10037$@DOM1,C10037$@DOM1,C529,C529,?,Network,LogOff,Success
117189,C9260$@DOM1,C9260$@DOM1,C9260,C467,Kerberos,Network,LogOn,Success
117192,C104$@DOM1,C104$@DOM1,C105,C988,Kerberos,Network,LogOn,Success
117194,C3068$@DOM1,C3068$@DOM1,C612,C612,?,Network,LogOff,Success
117196,C5172$@DOM1,C5172$@DOM1,C5172,C5172,?,?,TGS,Success
117198,U4169@DOM1,U4169@DOM1,C529,C529,?,Network,LogOff,Success
117201,C13270$@DOM1,C13270$@DOM1,C13270,C586,Kerberos,Network,LogOn,Success
117203,C13542$@DOM1,C13542$@DOM1,C13542,C1065,Kerberos,Network,LogOn,Success
117205,C3124$@DOM1,C3124$@DOM1,C3124,C2106,Kerberos,Network,LogOn,Success
117207,C7298$@DOM1,C7298$@DOM1,C11145,C11145,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,Fail
117209,U2951@DOM1,U2951@DOM1,C1065,C1065,?,Network,LogOff,Success
117211,U8070@DOM1,U8070@DOM1,C539,C539,?,?,TGT,Success
117214,C14286$@DOM1,C14286$@DOM1,C586,C586,?,Network,LogOff,Success
117216,C4909$@DOM1,C4909$@DOM1,C4909,C612,Kerberos,Network,LogOn,Success
117219,C15710$@DOM1,C15710$@DOM1,C528,C528,?,Network,LogOff,Success
117221,C737$@DOM1,C737$@DOM1,C737,C737,?,Network,LogOff,Success
117224,C1208$@DOM1,C1208$@DOM1,C1208,C586,Kerberos,Network,LogOn,Success
117226,U200@DOM1,U200@DOM1,C1929,C1929,Negotiate,Service,LogOn,Success
117229,C1114$@DOM1,C1114$@DOM1,C1115,C1114,?,?,TGS,Success
117231,C16467$@DOM1,C16467$@DOM1,C16467,C625,Kerberos,Network,LogOn,Success
117233,U1528@DOM1,U1528@DOM1,C10709,C457,Kerberos,Network,LogOn,Success
117236,C457$@DOM1,C457$@DOM1,C457,C457,?,Network,LogOff,Success
117239,C1564$@DOM1,C1564$@DOM1,C457,C457,?,Network,LogOff,Success
117241,U4665@DOM1,U4639@C11307,C11307,C11307,?,?,AuthMap,Success
117244,C2072$@DOM1,C2072$@DOM1,C2250,C457,Kerberos,Network,LogOn,Success
117246,C6338$@DOM1,C6338$@DOM1,C529,C529,?,Network,LogOff,Success
117249,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C30,C586,NTLM,Network,LogOn,Success
117251,U1851@DOM1,U1851@DOM1,C457,C457,?,Network,LogOff,Success
117254,C2445$@DOM1,C2445$@DOM1,C2446,C457,Kerberos,Network,LogOn,Success
117256,C247$@DOM1,C247$@DOM1,C247,C529,Kerberos,Network,LogOn,Success
117258,U6135@DOM1,U6135@DOM1,C14025,C528,Kerberos,Network,LogOn,Success
117261,C1551$@DOM1,C1551$@DOM1,C1551,C529,Kerberos,Network,LogOn,Success
117263,C743$@DOM1,C743$@DOM1,C586,C586,?,Network,LogOff,Success
117266,ANONYMOUS LOGON@C612,ANONYMOUS LOGON@C612,C612,C612,?,Network,LogOff,Success
117268,C9623$@DOM1,C9623$@DOM1,C9623,C467,?,?,TGS,Success
117271,C1703$@DOM1,C1703$@DOM1,C1703,C1703,Kerberos,Network,LogOn,Success
117273,U7634@DOM1,U7634@DOM1,C529,C529,?,Network,LogOff,Success
117276,C12273$@DOM1,C12273$@DOM1,C1065,C1065,?,Network,LogOff,Success
117278,C16732$@DOM1,C16732$@DOM1,C231,C231,?,Network,LogOff,Success
117280,C9999$@DOM1,C9999$@DOM1,C10000,C586,Kerberos,Network,LogOn,Success
117282,U6@DOM1,U6@DOM1,C61,C61,?,Network,LogOff,Success
117285,C9696$@DOM1,C9696$@DOM1,C9696,C528,Kerberos,Network,LogOn,Success
117288,C12418$@DOM1,C12418$@DOM1,C12418,C457,Kerberos,Network,LogOn,Success
117290,C988$@DOM1,C988$@DOM1,C988,C2106,Kerberos,Network,LogOn,Success
117293,C1065$@DOM1,C1065$@DOM1,C1065,C1065,?,Network,LogOff,Success
117295,C16660$@DOM1,C16660$@DOM1,C16660,C706,Kerberos,Network,LogOn,Success
117297,C1580$@DOM1,C1580$@DOM1,C1580,C457,Kerberos,Network,LogOn,Success
117299,C11677$@DOM1,C11677$@DOM1,C1065,C1065,?,Network,LogOff,Success
117301,C104$@DOM1,C104$@DOM1,C105,C101,Kerberos,Network,LogOn,Success
117302,U71@DOM1,U71@DOM1,C1633,C1691,Kerberos,Network,LogOn,Success
117305,C15993$@DOM1,C15993$@DOM1,C15993,C2162,Kerberos,Network,LogOn,Success
117307,U292@DOM1,U292@DOM1,C1115,C1114,?,?,TGS,Success
117309,U3413@DOM1,U3413@DOM1,C14051,C14051,?,Unlock,LogOff,Success
117312,C16843$@DOM1,NETWORK SERVICE@C16843,C16843,C16843,Negotiate,Service,LogOn,Success
117314,C599$@DOM1,C599$@DOM1,C1619,C988,Kerberos,Network,LogOn,Success
117316,U3382@DOM1,U3382@DOM1,C625,C625,?,Network,LogOff,Success
117319,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C7525,C586,NTLM,Network,LogOn,Success
117321,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C432,C586,NTLM,Network,LogOn,Success
117323,C16837$@DOM1,SYSTEM@C16837,C16837,C16837,Negotiate,Service,LogOn,Success
117325,U22@DOM1,U22@DOM1,C586,C586,?,Network,LogOff,Success
117328,C2511$@DOM1,C2511$@DOM1,C2511,C2511,?,?,TGS,Success
117330,U63@DOM1,U63@DOM1,C1755,C1755,Kerberos,Network,LogOn,Success
117333,C1916$@DOM1,C1916$@DOM1,C1917,C457,Kerberos,Network,LogOn,Success
117336,C104$@DOM1,C104$@DOM1,C553,C553,?,Network,LogOff,Success
117338,U4354@DOM1,U4354@DOM1,C10986,C586,?,?,TGS,Success
117341,C16803$@DOM1,SYSTEM@C16803,C16803,C16803,Negotiate,Service,LogOn,Success
117343,U5137@DOM1,U5137@DOM1,C12316,C529,Kerberos,Network,LogOn,Success
117346,C412$@DOM1,C412$@DOM1,C528,C528,?,Network,LogOff,Success
117349,C1039$@DOM1,C1039$@DOM1,C586,C586,?,Network,LogOff,Success
117351,C467$@DOM1,C467$@DOM1,C467,C467,Kerberos,Network,LogOn,Success
117354,C13216$@DOM1,C13216$@DOM1,C13216,C586,NTLM,Network,LogOn,Success
117356,C318$@DOM1,C318$@DOM1,C318,C318,?,Network,LogOff,Success
117359,C13374$@DOM1,C13374$@DOM1,C231,C231,?,Network,LogOff,Success
117361,C796$@DOM1,C796$@DOM1,C796,C528,?,?,TGS,Success
117363,U22@DOM1,U22@DOM1,C1065,C1065,?,Network,LogOff,Success
117366,C1035$@DOM1,C1035$@DOM1,C467,C467,?,Network,LogOff,Success
117368,C268$@DOM1,U1177@DOM1,C1521,C268,Negotiate,Unlock,LogOn,Success
117370,U1122@DOM1,U1122@DOM1,C10652,C467,Kerberos,Network,LogOn,Success
117372,U5203@DOM1,U5203@DOM1,C12480,C12480,Negotiate,Interactive,LogOn,Success
117374,U5874@DOM1,U5874@DOM1,C1438,C1438,?,Network,LogOff,Success
117377,C16850$@DOM1,LOCAL SERVICE@C16850,C16850,C16850,Negotiate,Service,LogOn,Success
117379,C8668$@DOM1,C8668$@DOM1,C8668,C2162,Kerberos,Network,LogOn,Success
117381,U22@DOM1,U22@DOM1,C467,C467,?,Network,LogOff,Success
117384,C10948$@DOM1,C10948$@DOM1,C1015,C1015,?,Network,LogOff,Success
117386,C3155$@DOM1,C3155$@DOM1,C467,C467,?,Network,LogOff,Success
117388,C8765$@DOM1,C8765$@DOM1,C8765,C612,Kerberos,Network,LogOn,Success
117390,U3259@DOM1,U3259@DOM1,C743,C743,?,Network,LogOff,Success
117393,C1114$@DOM1,C1114$@DOM1,C1115,C1085,NTLM,Network,LogOn,Success
117395,C16221$@DOM1,C16221$@DOM1,C586,C586,?,Network,LogOff,Success
117397,U7@DOM1,U7@DOM1,C61,C61,?,Network,LogOff,Success
117400,U2142@DOM1,U2142@DOM1,C457,C457,?,Network,LogOff,Success
117403,ANONYMOUS LOGON@C457,ANONYMOUS LOGON@C457,C457,C457,?,Network,LogOff,Success
117405,U1940@DOM1,U1940@DOM1,C6079,C1065,Kerberos,Network,LogOn,Success
117408,C12480$@DOM1,C12480$@DOM1,C625,C625,?,Network,LogOff,Success
117410,U48@DOM1,U48@DOM1,C419,C419,?,Network,LogOff,Success
117413,C1794$@DOM1,C1794$@DOM1,C1795,C523,Kerberos,Network,LogOn,Success
117415,U643@DOM1,U643@DOM1,C1578,C1578,?,?,TGT,Success
117418,C769$@DOM1,C769$@DOM1,C769,C769,?,Network,LogOff,Success
117420,U79@C1731,U79@C1731,C1731,C1731,Negotiate,Batch,LogOn,Success
117423,U1055@DOM1,U1055@DOM1,C1968,C1766,?,?,TGS,Success
117426,U4920@DOM1,U4920@DOM1,C467,C467,?,Network,LogOff,Success
117429,C9749$@DOM1,C9749$@DOM1,C9749,C1065,?,?,TGS,Success
117432,C15198$@DOM1,C15198$@DOM1,C467,C467,?,Network,LogOff,Success
117434,U11351@DOM1,U11351@DOM1,C527,C123,?,?,TGS,Success
117437,C13232$@DOM1,C13232$@DOM1,C13232,C13232,?,?,TGS,Success
117439,U3184@DOM1,U3184@DOM1,C8668,C2162,Kerberos,Network,LogOn,Success
117441,U900@DOM1,U900@DOM1,C3736,C3736,?,?,TGT,Success
117444,C2737$@DOM1,C2737$@DOM1,C1065,C1065,?,Network,LogOff,Success
117446,U4147@DOM1,U4147@DOM1,C1785,C1785,?,Network,LogOff,Success
117449,C457$@DOM1,U5618@DOM1,C5453,C457,MICROSOFT_AUTHENTICATION_PACKAGE_V1_,Network,LogOn,Success
117452,C11374$@DOM1,C11374$@DOM1,C11374,C467,NTLM,Network,LogOn,Success
117454,C2762$@DOM1,C2762$@DOM1,C2762,C612,Kerberos,Network,LogOn,Success
117456,U11025@DOM1,U11025@DOM1,C1619,C599,?,?,TGS,Success
117458,U1408@DOM1,U1408@DOM1,C10089,C449,Kerberos,Network,LogOn,Success
117460,U66@DOM1,U66@DOM1,C1823,C3331,?,?,AuthMap,Success
117463,C16729$@DOM1,C16729$@DOM1,C16729,TGT,?,?,TGS,Success
117465,U5307@DOM1,U5307@DOM1,C4869,C529,?,?,TGS,Success
117468,C786$@DOM1,C786$@DOM1,C786,C457,Kerberos,Network,LogOn,Success
117470,U444@DOM1,U444@DOM1,C800,C586,Kerberos,Network,LogOn,Success
117473,C16592$@DOM1,C16592$@DOM1,C16592,C1065,Kerberos,Network,LogOn,Success
117475,U4840@DOM1,U4840@DOM1,C92,C92,?,Network,LogOff,Success
117477,U2956@DOM1,U2956@DOM1,C8165,C2553,?,?,TGS,Success
117480,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1754,C586,NTLM,Network,LogOn,Success
117481,U5344@DOM1,U5344@DOM1,C467,C467,?,Network,LogOff,Success
117484,C1114$@DOM1,C1114$@DOM1,C1115,C1114,?,?,TGS,Success
117486,C2463$@DOM1,C2463$@DOM1,C2463,C529,Kerberos,Network,LogOn,Success
117488,U1933@DOM1,U1933@DOM1,C6060,C1015,Kerberos,Network,LogOn,Success
117490,U3390@DOM1,U3390@DOM1,C3680,C612,Kerberos,Network,LogOn,Success
117492,U2432@DOM1,U2432@DOM1,C457,C457,?,Network,LogOff,Success
117495,C12773$@DOM1,C12773$@DOM1,C12773,C612,Kerberos,Network,LogOn,Success
117497,C11777$@DOM1,C11777$@DOM1,C457,C457,?,Network,LogOff,Success
117499,C14770$@DOM1,C14770$@DOM1,C14770,C612,Kerberos,Network,LogOn,Success
117501,U1274@DOM1,U1274@DOM1,C1181,C1181,?,?,TGT,Success
117503,U4719@DOM1,U4719@DOM1,C11451,C2438,Kerberos,Network,LogOn,Success
117506,C104$@DOM1,C104$@DOM1,C105,C104,?,?,TGS,Success
117508,C8258$@DOM1,C8258$@DOM1,C8258,C467,Kerberos,Network,LogOn,Success
117511,C16777$@DOM1,C16777$@DOM1,C706,C706,?,Network,LogOff,Success
117514,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C2577,C586,NTLM,Network,LogOn,Success
117516,C457$@DOM1,C457$@DOM1,C457,C457,Kerberos,Network,LogOn,Success
117519,C1628$@DOM1,C1628$@DOM1,C586,C586,?,Network,LogOff,Success
117522,C104$@DOM1,C104$@DOM1,C105,C988,Kerberos,Network,LogOn,Success
117524,U22@DOM1,U22@DOM1,C457,C457,?,Network,LogOff,Success
117526,U7747@DOM1,U7747@DOM1,C586,C586,?,Network,LogOff,Success
117529,U2771@DOM1,U2771@DOM1,C7590,C1065,Kerberos,Network,LogOn,Success
117532,C16673$@DOM1,SYSTEM@C16673,C16673,C16673,Negotiate,Service,LogOn,Success
117534,U5998@DOM1,U5998@DOM1,C13799,C5571,?,?,TGS,Success
117537,C3424$@DOM1,C3424$@DOM1,C3424,C586,Kerberos,Network,LogOn,Success
117539,U4777@DOM1,U4777@DOM1,C9368,C10,Kerberos,Network,LogOn,Success
117542,C16839$@DOM1,C16839$@DOM1,C16839,C467,NTLM,Network,LogOn,Success
117544,U623@DOM1,U623@DOM1,C1657,C467,?,?,TGS,Success
117547,U1930@DOM1,U1930@DOM1,C6058,C529,Kerberos,Network,LogOn,Success
117550,C1914$@DOM1,C1914$@DOM1,C1915,C612,Kerberos,Network,LogOn,Success
117552,U3008@DOM1,U3008@DOM1,C449,C449,?,Network,LogOff,Success
117555,U1161@DOM1,U1161@DOM1,C547,C529,Kerberos,Network,LogOn,Success
117558,C14182$@DOM1,C14182$@DOM1,C14182,C457,Kerberos,Network,LogOn,Success
117560,C3894$@DOM1,C3894$@DOM1,C3894,C586,Kerberos,Network,LogOn,Success
117562,C2175$@DOM1,C2175$@DOM1,C2176,C2176,?,?,TGT,Success
117564,C730$@DOM1,U92@DOM1,C730,C730,Negotiate,Unlock,LogOn,Success
117566,C4895$@DOM1,C4895$@DOM1,C4895,C529,Kerberos,Network,LogOn,Success
117568,C7301$@DOM1,C7301$@DOM1,C625,C625,?,Network,LogOff,Success
117570,C9170$@DOM1,C9170$@DOM1,C2106,C2106,?,Network,LogOff,Success
117572,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success
117574,U6118@DOM1,U6118@DOM1,C12030,C12030,?,?,TGT,Success
117576,U3564@DOM1,U3564@DOM1,C9270,C9270,?,?,TGS,Success
117578,U2879@DOM1,U2879@DOM1,C2106,C2106,?,Network,LogOff,Success
117580,U2066@DOM1,U2066@DOM1,C6342,C743,Kerberos,Network,LogOn,Success
117582,LOCAL SERVICE@C16873,LOCAL SERVICE@C16873,C16873,C16873,Negotiate,Service,LogOn,Success
117584,U2250@DOM1,U2250@DOM1,C6696,C529,Kerberos,Network,LogOn,Success
117587,C3$@DOM1,C3$@DOM1,C3,C528,NTLM,Network,LogOn,Success
117589,U14@DOM1,U14@DOM1,C431,C431,Kerberos,Network,LogOn,Success
117591,U87@DOM1,U87@DOM1,C1772,C1772,Kerberos,Network,LogOn,Success
117594,C16852$@DOM1,C16852$@DOM1,C16852,C625,NTLM,Network,LogOn,Fail
117596,C16557$@DOM1,C16557$@DOM1,C16557,C625,Kerberos,Network,LogOn,Success
117598,C585$@DOM1,C585$@DOM1,C585,C586,Kerberos,Network,LogOn,Success
117600,U4468@DOM1,U4468@DOM1,C11202,C743,Kerberos,Network,LogOn,Success
117603,C123$@DOM1,C123$@DOM1,C527,C1085,Kerberos,Network,LogOn,Success
117605,U1934@DOM1,U1934@DOM1,C6047,C2162,Kerberos,Network,LogOn,Success
117607,U4626@DOM1,U4626@DOM1,C3040,C3040,?,Network,LogOff,Success
117610,C599$@DOM1,C599$@DOM1,C988,C988,?,Network,LogOff,Success
117612,U7695@DOM1,U7695@DOM1,C3443,C3443,?,Network,LogOff,Success
117615,U1765@DOM1,C612$@DOM1,C612,C612,?,?,AuthMap,Success
117618,C10003$@DOM1,C10003$@DOM1,C10003,C625,?,?,TGS,Success
117620,C2650$@DOM1,C2650$@DOM1,C2650,C1065,?,?,TGS,Success
117622,U7380@DOM1,U7380@DOM1,C8679,TGT,?,?,TGS,Success
117625,C4372$@DOM1,C4372$@DOM1,C467,C467,?,Network,LogOff,Success
117627,U5008@DOM1,U5008@DOM1,C11912,TGT,?,?,TGS,Success
117630,C16869$@DOM1,C16869$@DOM1,C612,C612,?,Network,LogOff,Success
117632,C9694$@DOM1,U3735@DOM1,C1521,C9694,Negotiate,Unlock,LogOn,Success
117635,C1331$@DOM1,C1331$@DOM1,C467,C467,?,Network,LogOff,Success
117637,LOCAL SERVICE@C8068,LOCAL SERVICE@C8068,C8068,C8068,Negotiate,Service,LogOn,Success
117640,C8143$@DOM1,C8143$@DOM1,C612,C612,?,Network,LogOff,Success
117643,C1788$@DOM1,C1788$@DOM1,C457,C457,?,Network,LogOff,Success
117645,U2704@DOM1,U2704@DOM1,C7485,C2106,Kerberos,Network,LogOn,Success
117647,U5387@C12839,C12839$@DOM1,C12839,C12839,?,?,AuthMap,Success
117650,C399$@DOM1,C399$@DOM1,C467,C467,?,Network,LogOff,Success
117652,U109@DOM1,U109@DOM1,C7,C7,?,?,TGT,Success
117655,C12889$@DOM1,C12889$@DOM1,C467,C467,?,Network,LogOff,Success
117657,C866$@DOM1,C866$@DOM1,C2106,C2106,?,Network,LogOff,Success
117660,C13204$@DOM1,C13204$@DOM1,C612,C612,?,Network,LogOff,Success
117662,C694$@DOM1,C694$@DOM1,C694,C612,Kerberos,Network,LogOn,Success
117665,C12839$@DOM1,C12839$@DOM1,C12839,C612,Kerberos,Network,LogOn,Success
117667,C8032$@DOM1,C8032$@DOM1,C8032,C625,NTLM,Network,LogOn,Success
117669,U22@DOM1,U22@DOM1,C849,C586,Kerberos,Network,LogOn,Success
117671,LOCAL SERVICE@C6473,LOCAL SERVICE@C6473,C6473,C6473,Negotiate,Service,LogOn,Success
117673,C9298$@DOM1,C9298$@DOM1,C9298,C5618,Kerberos,Network,LogOn,Success
117675,C996$@DOM1,C996$@DOM1,C996,C529,NTLM,Network,LogOn,Success
117677,C4967$@DOM1,C4967$@DOM1,C467,C467,?,Network,LogOff,Success
117679,C54$@DOM1,C54$@DOM1,C54,C586,Kerberos,Network,LogOn,Success
117681,C523$@DOM1,C523$@DOM1,C529,C529,?,Network,LogOff,Success
117683,NETWORK SERVICE@C1832,NETWORK SERVICE@C1832,C1832,C1832,Negotiate,Service,LogOn,Success
117685,U2575@DOM1,U2575@DOM1,C7290,C586,Kerberos,Network,LogOn,Success
117688,C1708$@DOM1,C1708$@DOM1,C528,C528,?,Network,LogOff,Success
117690,U7756@DOM1,U7756@DOM1,C16865,C625,?,?,TGS,Success
117693,C7442$@DOM1,C7442$@DOM1,C7442,C467,Kerberos,Network,LogOn,Success
117695,U913@DOM1,U913@DOM1,C586,C586,?,Network,LogOff,Success
117698,C7404$@DOM1,C7404$@DOM1,C625,C625,?,Network,LogOff,Success
117700,U6707@DOM1,U6707@DOM1,C14900,C529,Kerberos,Network,LogOn,Success
117703,C2523$@DOM1,C2523$@DOM1,C2524,C612,?,?,TGS,Success
117706,C104$@DOM1,C104$@DOM1,C105,C528,Kerberos,Network,LogOn,Success
117708,U14@DOM1,U14@DOM1,C431,C431,?,Network,LogOff,Success
117711,C11350$@DOM1,C11350$@DOM1,C11350,C11350,?,?,TGS,Success
117713,U34@DOM1,U34@DOM1,C921,C921,Kerberos,Network,LogOn,Success
117716,C16865$@DOM1,C16865$@DOM1,C467,C467,?,Network,LogOff,Success
117718,U7467@DOM1,U7467@DOM1,C801,C801,?,Network,LogOff,Success
117721,U2777@DOM1,U2777@DOM1,C586,C586,?,Network,LogOff,Success
117724,C7695$@DOM1,C7695$@DOM1,C7695,C528,Kerberos,Network,LogOn,Success
117727,C1766$@DOM1,C1766$@DOM1,C101,C101,?,Network,LogOff,Success
117730,U164@DOM1,U118@DOM1,C1964,C1964,Kerberos,Network,LogOn,Success
117733,C1114$@DOM1,C1114$@DOM1,C1115,C586,Kerberos,Network,LogOn,Success
117735,U3274@DOM1,U3274@DOM1,C1139,C3173,Kerberos,Network,LogOn,Success
117738,C2322$@DOM1,C2322$@DOM1,C457,C457,?,Network,LogOff,Success
117740,U5565@DOM1,U5565@DOM1,C13088,C13088,?,Unlock,LogOff,Success
117743,U1894@DOM1,U1894@DOM1,C2162,C2162,?,Network,LogOff,Success
117746,C1794$@DOM1,C1794$@DOM1,C1795,C1085,Kerberos,Network,LogOn,Success
117748,U667@DOM1,U667@DOM1,C612,C612,?,Network,LogOff,Success
117751,C5632$@DOM1,C5632$@DOM1,C586,C586,?,Network,LogOff,Success
117754,C12482$@DOM1,C12482$@DOM1,C801,C801,?,Network,LogOff,Success
117756,C341$@DOM1,C341$@DOM1,C341,C2106,NTLM,Network,LogOn,Success
117758,U5481@DOM1,U5481@DOM1,C1000,C2553,?,?,TGS,Success
117761,C804$@DOM1,C804$@DOM1,C804,C2162,Kerberos,Network,LogOn,Success
117764,C16886$@DOM1,C16886$@DOM1,C1065,C1065,?,Network,LogOff,Success
117766,U1580@DOM1,U1580@DOM1,C528,C528,?,Network,LogOff,Success
